label,text
2,"C'Mon people.....this place is average. We stayed here because it was the only 3 star hotel under $100 a room the night before New Year's Eve. Check-in was quick and easy. The staff was helpful. We went to the Hooters restaurant in the hotel for wings and fries. Service was quick enough....food was good. \n\nWe stayed in room 509 in the Bay View tower. The room was clean. Carpet is stained, but the bed and bathroom were fine. \n\nI was really worried about staying at this hotel aftger reading all of the awful reviews on here. If you're like me, please don't worry. As long as you aren't expecting the Wynn, you'll be fine. We have stayed at the New Orleans and the Sahara and our room here was better than both of those."
0,"If every club in Vegas threw up and mixed it all together you would have Haze. Service was bad, we had a table and there was no control of people who were not with us messing with it. Its over crowded, and good luck with the cluster f*** of a line/entrance set up they have out front, they will make you wait in like 3 lines even though you have paid $1000 for a table and bottles then by the time you get in they have sold your table right out from under you, its a joke!! Go to Tao or Xs instead and you will get treated like they actually want you there! Also STAY AWAY FROM LIGHT GROUP!!! They own and run Haze, Gold, Deuce, Jet, The Bank, Bare, Liquid, Etc they are a bunch of evil terrible people who have to have been sent to this earth by satan himself!"
2,"My husband and I visited Dupar's a few times while we stayed in Vegas.  It was convenient (right below our hotel) and cheap (reasonable prices), and the food was pretty good.  We both mainly came for the shrimp cocktail; really, despite the fancy packaging, it's merely \""25-30 size\"" shrimp in a fancy sundae glass with cocktail sauce poured over it, which I could make at home.  But hey - it's 3 bucks.  It would cost me over 10 dollars to make it at home, so... as far as I'm concerned, I got a bargain.\n\nKudos to the servers here, who often have to deal with really obnoxious, drunken asses who come in (especially late at night).  My husband and I cringed one night when a huge group of ignorant, intoxicated meatheads came in and started making fun of their server's ethnicity.  Seriously?  The ONLY reason why I didn't get up and confront them, head-on, was because there were eight of them and, while I'm a brave lass, I'm no match for eight drunken men the size of football players.  So much cred goes to that server, though.  He kept his cool and didn't even flinch - totally expressionless.  I hope that he got a lot of BIG tips from other customers that night.\n\nThe rhubarb pie was... interesting.  That's all I'll say about that.\n\nReally, the shrimp cocktail is what you want to come for, more than anything.  And do ignore the previous review about how the shrimp wasn't \""salty enough\"".  I don't know where they hail from originally, but I'm from Maryland, which deals with a LOT of seafood every single day, and I can vouch for the fact that the shrimp cocktail here tastes exactly as it should.  \n\nGenerous portions and good prices.  And did I mention convenient?\n\nWe'd come again."
4,"5stars for the burgers!! \n\nGet the hangover burger best burger I've tasted, the bar is nice friendly people. A must go if your staying at this hotel."
4,"We where in Vegas for the easter long weekend and just had to find some great food.  Well finding this place wasn't easy but in the end it was like finding a great hidden treasure.  We ordered a sample of three Bao's (Pork Belly, Pulled Pork, and Duck)  with a Italian soda.  After that great meal we just had to order more due to the great taste.  So we ordered our favorite pulled pork and duck Bao's and just had to try their mushroom/tofu Bao.  Let's just say I am a picky person to please but this food was out of this world.  Great food, great service, good prices and great people.  Jenny and Sheridan are a amazing team and their food is fit for a kingor queen.  GO THERE AND EAT, and you will thank me later!  Great job guys!!!"
1,"We stopped in here for a couple drinks and a quick bite. We ordered a taco salad, which was REALLY boring. It was mostly iceberg lettuce with a sprinkle of cheese, tomatoes and beans; pretty disappointing for the price because this place is NOT cheap! Waitstaff were not around much. Overall, we would not go back again. \n\nBottom line: the drinks were alright and although the food was super basic and overly priced, at least it was somewhat fresh so we didn't get sick."
0,"The only positive thing this place has going for it is the decor.  \n\nI had Green Curry Chicken, but it was unlike any I had had before ... and not in a good way.  What I remember clearly is that the vegetables were cut/sliced too big, not cooked long enough and the sauce was very, very bland.   The food implied a technical familiarity with the the ingredients of Thai food but a complete lack of the artistry of it.   Thai food is all about a balancing of flavors and mouth sensations... 5 R Cha failed at that... miserably.\n\nI've had frozen Thai dinners that were better."
4,"Best Ever!! Are you kidding me? If you don't like this place stick to Taco Bell! Pork shoulder, short ribs, any of the tacos, and of course the guac, all will keep you coming back."
0,"I hate that I even have to give 1 star. I kept hearing how great this place was from a friend and the reviews were good. Since I was nearby I decided to check it out. Never again. I got one of the lunch specials which was a chicken enchilada, rice and beans. Lets start off with the enchilada....I asked for green sauce (chili). I don't know what that was but it definitely wasn't green chili. The cilantro lime rice?  Tasted like dried up white rice with some color added to it. You get a choice of black beans or pinto beans. I went with the pinto. Another...I don't know what was IN the beans but it was disgusting. My food was cold as well.  Anyone that knows me knows that I never throw food out. However, today I did just that. I wasn't able to even eat it!  I ended up throwing it away and I don't remember the last time I did that. I was so disgusted that I would not be able to even give it a 2nd chance."
4,"WHAT! CLOSED ALREADY!  And we only just getting to know each other!  If you locate somewhere else, please let us know!"
3,"La Tolteca is in my top 5 for my Taco Crawls with my Dad and my 91-year old Grandpa.  We loved this place.  \n\nThe Al Pastor taco is fabulous...marinated pork, cilantro, onions.  Mmmmm.  The Potato taco is also great...potato, sour cream, cabbage, queso fresco, tomato salsa.  The carne asada taco was tasty as well, but I agree with the other comments that it is a little fatty.  Some people like that, though.\n\nThey even sold us beers from the market area for $1.99 to drink with our tacos.  And, the salsa bar has an excellent guacamole based salsa.  Yum.  \n\nCan't wait to go back.  Oh yeah, and check out the murals...they are classic."
1,"As a first meal in Las Vegas, the Studio Cafe is a very poor choice indeed when compared to the food offerings.  Especially with all of the food choices at the same price range in the city.  An entree will set you back about $15 dollars, which I could have spent on a great lunch buffet at the M Resort.\n\nI had an incredibly dry beef rib roast sandwich.  Of course, they didn't advertise the sandwich as dry.  Also, they over-salted the au jous.  You don't need to salt au jous.  Not really anyways.  I would rather have no salt than oversalt.\n\nThe french fries do come in a cool metal basket and the manager Daniel (name?) was fairly nice.  That's why the two stars.  The basket amused me and the manager smiled."
0,Stopped in to browse & was saying what a great store they had.  I hike often & have horses so I could have spent a lot of $ there. Have a friend looking for a kayak & asked a simple question about the used kayaks @ the front  ... The sales guy gave me a very condescending answer & chuckled. I will never go back & will spread the word!!   Thx
1,"Sure it's a bit scuzzy, but they have a wall of freakin' Slurpee machines filled with booze.  \n\nIt's really the antithesis of everything a good cocktail should be.  And I should hate it.  But I don't.  Part of the problem comes from growing up in Miami.  \n\nThe national drink of the Florida Keys is the Rum Runner.  It's a cocktail that is pretty much impossible to find north of Miami.  But Fat Tuesday's has it.  Well, all Fat Tuesday's besides this one.  WTF.  \n\nI was surprised to see that they have a drink made with Pyrat rum.  And it was fine.  But it wasn't the Fat Tuesday's experience of my youth that I was hoping for. \n\nWhere did the Rum Runner go?\n\nWell, the bartender explained that they had to take out a few machines to make room for additional bottles of booze.  Apparently someone had the bright idea that Fat Tuesdays should actually mix cocktails besides just pour frozen boozy slushies into plastic cups.  \n\nWhoever had that idea should be fired.\n\nBoozy slushies in plastic cups is what this place is about.  And in the heat of a Tempe summer a Rum Runner would be just about perfect.  But they are gone because apparently some fool thought it would be a good idea to sell cosmos too."
0,"We went to the Pub because we wanted to try the great beers the Pub is suppose to have. While there, we also ordered the $1 Sliders. We sat at the bar, & it was obvious they were very understaffed. The bartenders were not able to keep up with the demand from the customers. We run a restaurant in another city, and all we could keep thinking was, Wow we really feel sorry for these bartenders. It is an impossible job. It took over 30 minutes for our turn to come up to be served. In that time, we saw lots of people leave because they couldn't get served. It just so happened that it was game 7 of the Stanley Cup Finals. It was so crowded in the Pub. The 2 bartenders never lost their cool and were very friendly, but they just couldn't keep up with the demand. What are the Pub's managers thinking. We would never run our restaurant this way. They only reason we are even giving 1 star is because the bartenders were trying so hard to do an impossible job. \nShame on you Monte Carlo! We expected so much more."
3,"I have been back now a couple of times and have to say this place rocks for being local.great service and pretty descent food. Hard drinks could stand to be poured a little better.. But I don't mind ordering beer so it's all good. Lots of TVs for viewing at every angle. The crowd tends to be in their 40s I would say which is older than what I go for. But when I want some quick wings and a beer it rocks. Also, omg get the fries with with ranch"
0,"I am very disappointed on the customer service in general. I had a seasonal business and I made an agreement with them before I gave them my business that they have to put me inactive for a good number of months and will let them know to activate me again. I called to put my account inactive immediately after the season was over. came to find out they were still pulling money from my bank. called again and I was assured they will process my request and refund the money. saw them again pull the money from my bank draft next month. I spoke to the so called supervisor and promised me on the stack of bible to correct the problem and refund me the mounting unnecessary charges. to my dismay after 4 months, I saw my statement got charged again. I was so fed up, and decided to go to my bank instead, paid a fee to initiate a stop payment. I felt that I rather pay a fee one time than have to deal with this ***. by the way, I am writing this not to smear anyone's reputation but to make you aware that a good company can become bad because of the customer service you hire. I know im sure for many you are satisfied. Apparently my experience with them was horrible. by the way, I gave prolific the benefit of the doubt bec they did the same to me last year. now they've done it again. So what does that tell me?"
3,"All the previous reviews on here are for dining, what about the hotel? I stayed 2 nights, a Sunday and Monday. Nice hotel! It is a grand  old mansion built circa 1886 and designated an historic landmark. Definitely an old school hotel, there is internet and basic TV, rooms are spotless and quiet and speckless. The place  has a certain charm to it. If you like your hotel to be quiet, quaint and a little quirky this is the place to stay. Located next to Carnegie Mellon University and within walking distance of the University of Pittsburgh. The surrounding neighbourhood is filled with similar old well kept mansions from 1880's and makes for pleasant walking. I will return to this hotel on my next trip to Pittsburgh. Would have been 5 stars if I had my own coffee maker in the room, but the staff is always ready to being you a carafe for no charge, I just prefer to wake up and not have to dress to go for my first coffee...."
1,"So this is my second time and not much has improved from the first time. The check in counter staff is sub par and probably half wits too. Not much changed from the last time where it took 30 minutes to check in one guest.\n\nSo I booked through hotels.com for a king size high floor room. That was how it was advertised. I get here and was told that my room is not available and that the rooms are reserved but you can't specify which type. Ok, then they need to talk to hotels.com because that is how they advertised it. \n\nOk, whatever I waited for 10 minutes to check in already and was not going to give this idiot anymore time. So after another 20 minutes of trying to figure out my reservation we go to the room and it definitely was not two queen beds but two beds that seemed to be over sized toddler beds. She did offer to switch me out but really? No one wants to do that. \n\nThe hotel seems to attract the weirdos too. There weren't that many last time I was here. There was a guy with a bloody forehead in the elevator with us. Nasty looking 17 year old justin bieber look alikes were out in full force. Not to mention the club scouts who approached anything that pranced around in high heels looking like they could barely walk as they tried to keep all their women parts in the three sizes too small dress\n\nThis is probably the last time I'll stay here. Sorry SLS, for trying to brand yourself, you are still really just made up Sahara. \n\nYour comps nights will do you no good. I'd rather spend money and be in a hotel that I know attracts less scumbags and has enough rooms to honor guests reservations. \n\nAND, resort fee? How can you charge as much as a Bellagio! You have nothing close to offer as \""resort-ish\"". Stop kidding yourself."
0,"My wife and I had a dinner on a Sunday night and I honestly wasn't that impressed. To me the prices here seemed pretty high for the amount of food you actually get. Example: the BBQ Combination Plate which had the BBQ Pork, Roast Duck and Chicken.  We were excited to order it but when we received it what a huge let down. \n\nThe serving size was pretty small and for the price (I believe it was $16.99) you'd expect it to be much larger. As far as the actual taste.....Hell, I've had better Chinese BBQ at the 99 Ranch in Chino Hills here in Cali.\n\nAlso, it had to have the filthiest bathroom that I've seen in awhile which really made wonder about the cleanliness of the place overall. \n\nOverall an underwhelming experience I'd say don't waste your time here."
0,"I visited the store at Mandaly Place last evening.  The service was pathetic.  I'm local and I typically shop at Neiman Marcus where the service is impeccable.  The store was hardly busy and the Sales lady stood there like a  mannequin.  She didnt welcome me or ask if I needed help.  I asked a question regarding a hand carved belt buckle.  I asked her if it was a belt buckle and her only response was \""yes\"".  She did not ask if I wanted to see it.  She did not ask if I was looking for anything in particular.  I highly recommend that they train their employees to be courteous and helpful.  I will continue to shop at Neimans where the service is appropriate.  Instead of posting this negativity on yelp I tried multiple times to send it only through Elton's website cutomer contact but it wouldnt go through.  So here it is instead."
3,"I was very happy with our stay for 4 days last week. Visitors from years passed told us it had really \""gone downhill\"" from the \""old days.\"" Maybe my standards are just lower, but we paid less than $40 (this included $11.99 resort fees*Snort*) so I will qualify my review as For a $40 Room....it was clean, it was quiet in our room, and we won money at the casino. What more d'ya want? I can't wait to go again. The movie theatre was a nice respite on a hot, windy day, and the buffet was a great price and very decent food. It's a 15 minute drive down busy Tropicana Dr to reach the Strip. By the time you've been run over by a drunk on a Rascal and smoked enough second hand smoke to have a disease, you will be thankful to return to Sams Town. Why not 5 stars? I didn't win enough to retire. And it was a great stay... For a $40 room."
2,"I chose to stay in a GO room and I think it was completely worth the extra bucks. The room was much larger than I expected, with two queen beds, each one covered in very clean looking white sheets with three down pillows each. I particularly liked the floor length windows which overlooked the garden and pool. the room came with  electric drape openers, You did not even need to get up out of bed  to open/shut drapes.  \nI especially appreciated the thermostat in the room - I like being able to adjust the temp to my liking. It is also energy efficient - It turns on when you slide the key card so it's not running the entire time you are out of the room.\nThe bathroom was well stocked with amenities. There were three sets of towels, each one being very nice think & larger than the usual. It was cool to have a TV built into the bathroom mirror. The room came with both a rainhead shower & body sprays plus a spacious bath tub. Caveat for group sharing: privacy is limited to frosted glass doors on both sides of the bathroom.\nThe room comes with a small refrigerator so you can load up your own beverages. The coffe pot is cute  & coffe was actually pretty good.\nCheck in was super easy, and you can actually check in from McCarran airport - which I will try next time I fly. Check out was also easy - via video link or just express drop-off in the lobby. \nThe pool is built for soaking, not swimming and caters really to kids, which is nice. The monorail has a stop here, but I did not go on it - it used to be free but now you need to buy a ticket.  \nThere is only one buffet area, a small Burger Joint (that is actaully its name) that only serves burgers and sandwiches one way, that is, not to order. They did have a colossal shake, very good. I tried to have lunch at the Japanese resaturant but they only have udon or ramen dishes - open for sushi only for dinner. \nI tried to get to a show but the theater is dark on Sunday & Monday for Donny & Marie. \nThe place is a good spot to do a bit of walking to other casinos -Bally's, Harrah's, Caesar's, Forum Shops, Mirage, Treasure Island, Etc... are all within walking distance, but remember to wear comfy shoes - it's a long walk back otherwise.\nOverall, a satisfactory experience."
2,"Can't really say it better than Jason C.\n\nOur visit here was okay. But I couldn't get over the bad lay-out and the waste of outdoor space. Seating was uncomfortable and the place was hot (in March) because no windows were open. The service was good (maybe over-attentive), but the overal experience wasn't one I'll soon seek out again."
2,I like this place. Super close to home. Kinda too busy for me at times. But good for them!\nDirty Chai latte....amazing..
2,"Went in here because I was craving asian food, and the sign clearly advertised \""pan-asian\"" cuisine. I don't see what's so \""pan-asian\"" about the place-- seems like your ordinary Chinese restaurant to me. I needed some lunch so i decided to give it a shot, so what the hey?\n\nThe management seems nice enough. Clearly it is owned/managed by actual chinese people so i suppose that ought to be somewhat reassuring when seeking out any sort of ethnic cuisine. The lunch special was well priced at 6 bucks, and included an egg roll.\n\nThe egg roll was your average spring roll. Probably would have been nice if it had been served with some sweet and sour sauce but I was too lazy to ask for some.\nI ordered the szechuan chicken, an item that you don't always see at your typical chinese fast food restuarants. It was decent-- fair amount of sliced chicken served with sliced onion, bell pepper, carrots, ginger and glazed in a dark sauce. It was quite salty and did not require additional soy sauce ( i imagine that was already added) and the spiciness seemed to come from some sort of pepper oil. It was spicy enough to satisfy my palate-- I didn't feel the need to ask for additional hot sauce. I was satisfactorily filled and thanked them for a pleasant meal.\n\nThe verdict: Nothing special to say here, this is your run of the mill sit down chinese restaurant. The food quality is good enough to earn your business, but I don't think it's worth going out of your way for. You could probably find tastier food at a PF changs to be honest but these guys aren't a bad deal if you find yourself in the spring valley area."
4,"I have to admit, I am a little bit of a Thai fanatic. I work close to Nunthaporn's so uasually when I eat Thai, Nunthaporn's is where I go. I went somewhere else close to my house the other night and I about spit it out, \""THIS is not Nunthaporn's!\"" \n\nI am used to such a high quality, delicious, flavorful dish from eating at Nunthporn's and other places just don't even come close. Now I thought... maybe it was just that one place... and then I made the mistake again with another that delivered to my house. It wasn't even comparable. \n\nIf you want the BEST Thai you have ever had, go to Nunthaporn's. Don't make the same mistake I did."
3,food is better than average. the owner is a great guy.
0,"Oh yeah, this place absolutely blows. I'll enter in a new reason (though all mentioned are perfectly valid): Limited Clint Eastwood selections in the movie department. Fie!"
3,"McClintock and Warner location. It is small and a good store of the ease of getting in and out. It is an older location, and plans are in the works to update. Deli staff is very professional. Ken and Paul are great cashiers who know their customers by name. This is no Whole Foods, but when you need the gallon and milk and loaf of bread, you can find quickly and get on your way."
1,"Went here two weeks ago with the family, as we wanted to experience the lard burgers first hand.\nReally, the burgers here are just okay and the fries are not good. Coke in a bottle is nice, so they got that going for them.\n\nIf you need to test belly room with triple or quadruple size burgers, go for it. Believe I'll head elsewhere for a good single."
4,A great indoor place to bring the kids for something fun to do.  Highly recommend!
3,"For some reason I was always skeptical about this place.  But a group of us went this week and I was pleasantly surprised and will be back.\n\nI had a hard time figuring out what to eat but finally went with two appetizers. I started with the steak and lobster tarter.  The beef had a touch of truffles (and oil) while the lobster was creamy.  It was served with toasted baguettes.  It was a satisfying appetizer.  For my dinner I had the crab cake.  The crab cake is 8 oz of goodness.  It was almost all crab ... very little filler and a crispy outside.  \n\nEveryone else was happy with their choices as well: another crab cake, lemon sole, chopped salad and seared ahi tuna w/soba noodle stir fry.   Only two of us ordered wine and the rest stuck to water but our waiter was fantastic. The service was flawless.\n\nFor desert I had a butterscotch panna cotta that was excellent.  It was served with two biscotti but they weren't worth eating.  Too dry for my taste."
1,"This is a great spot for watching a game on one of plentiful TV's. Predominantly young & loud patrons on the Saturday night we were there. Not that there's anything wrong with that, mind you. Several 20-somethings were dancing near the bar and were clearly traaaaashed but the bartenders kept serving them. Kind of a South Side vibe in that respect.\n\nFood sampled included nachos (aka big heaping pile of multi-colored chips w/ very little cheese or other fixins under the top layer), asian shrimp wrap w/ few shrimp, and a cheeseburger w/ cole slaw on the side that wasn't bad but not great either.\n\nOrdered the Rivertowne Pumpkin Ale w cinnamon dusting on the rim and it was really a great tasting beer!! Super delish!!\n\nOur waiter was attentive and super nice but kept forgetting things like waters we ordered three times and small plates for nachos. \n\nBathroom was mostly clean & well stocked.  Nothing amiss there.\n\nProbably would go back but only for a drink. Good proximity to Heinz Field & PNC Park."
0,Really less quantity and totally dis-interested service .. Wasted my money here today ..
1,"Well this is a disappointment for me to write. I've been 3 times since I wrote my first review and each time they have served \""slop\"" !!!!!! From the tacos, to the enchiladas and even the salads. They just slop the ingredients into the plate and serve it up! It's gross now!!!!"
3,"LOVE all of the Trader Joe's.  This one, the parking lot is a little tough and an odd size for the location.  Otherwise, always great produce for a great price.  Always walk in and walk out with a ton of groceries without spending a fortune. Such a gem!"
3,"I had a fantastic meal at Windsor and cannot wait to go back!!  The problem is, they do not have very many vegetarian entr\u00e9e options.  I think their only entr\u00e9e is what I ordered - a veggie filled pita.  It was amazingly delicious, but I wish I had more options than that....or a salad.  I appreciate that this restaurant uses lots of kale and quinoa in many of their dishes - they are two of my favorite foods and are highly underused!!\n\nThe No. 89 is one of the smoothest cocktails I have ever had and would visit this place just for cocktails.  They also have wine on tap - which is supposed to be more environmentally friendly.\n\nThe music was too loud inside and the waiter could have been more attentive - but it was their opening week so I will let that slide."
0,"I dunno... \n\nI loved their LA store.  This one in Vegas, though, is like the LA restaurant's forgotten (disowned) little brother with drug and gambling problem.  \n\nWhere do I begin? \n\nThe service was not rude, just nonexistent.  The food was overcooked (I couldn't help but think that the two are correlated).  We never got the refill of the tea despite the waitress' acknowledgment of our multiple requests.  The meat was tasteless.  And by God, it's the Vegas strip price at $28 per person. \n\nRemind me to never go off the strip in Vegas again.  Unless we're going to Rehab at the Hard Rock Hotel."
0,"I have been wanting to try Scramble for a while - being excited about having a new breakfast place in the neighborhood. \n\nI went this morning with two others who also had not been there. We all were very disappointed. It is pretty close to fast food, but the prices were along the line of a regular sit down, full service restaurant. The only service you get is they bring you your food - everything else is self serve.  \n\nAll of this wouldn't be so bad if the food was great - but sorry to say it was not. I  had eggs benedict - the WORST I have ever had -$8. It first came to me with the egg pretty much raw - the white  part was all clear like it looks when you first crack the egg open. I had to take it back myself to the order desk. The person was very nice though. I waited a while - the others I  was with were now half way done and I had to ask someone about my meal. Someone brought it to me - only this time it was way overdone - the yolk was very hard. I then asked for the manager - he apologized and then had it redone. This time the egg part was correct. However I have to say also the hollandaise sause was not good - very thick. The other two with me each had a cheese omelette. Neither cared for it much. One had hash browns - very average - and one had bacon - kind of too smokey. One had the Jalapeno Corn Bread which was good. I had a side of  dollar pancakes - and honestly I make better ones with Aunt Jemima mix.  This was a lot like cafeteria food. \n\nThe manager did not deduct anything for my eggs benedict problem, but instead gave me a card to come back for a free eggs benedict. I'm thinking - No Thank You!!!"
2,"Instead of going thru the Drive-Thru, I walked in and order Hot Cafe Mocha and light Carmel Frap with both  light on the whip cream. The gal that was making the Frap got lost into what she was making and the whip cream oozing out of the top. My Cafe Mocha seemed to be watered down."
0,"Looked for a British pub to get some good fish and chips. Found this place on Yelp and drove over. Walking in I found out that it has a pretty big bar and we were seated right next to it. Very fricken loud in here and the smell of smoke is awful. Ordered the fish and chips and waited. The order came to the table and it was a decent sized piece of some kind of fish. Was served with thick fries and some peas. The batter wasn't good. The fish was tasteless and it was unchewable on one side of it. The waitress never came back to ask about our food as she was also the bartender. Also, my soda was flat and had NO carbonation. Place overall sucks and I will never spend a dime in this waste of space crap-hole!"
0,"I scheduled a cleaning service for today at the last minute because my regular cleaners were unavailable. Hey, it happens but I was desperate--and it was my own fault for waiting to call my regular cleaners (Wave House Cleaning in Tempe).  \n\nWhen I was setting up the appointment Angela was responding immediately to my emails and quoted me a very reasonable per hour price of $59 for the first 3 hours for 2 people.  Anything after that would be prorated at a $25/hour price.  I wrote out a check and left it at home for my husband to give to the cleaners.\n\nI emailed Angela yesterday to get a time estimate for when the people would be coming.  She never responded.  I sent an email first thing this morning, no response.  I then proceeded to make around 23 calls to the phone number listed on the website (which was the same number in her email signature), none of which were answered.  \n\nFour hours later I received an email from her saying that \""they would be there shortly and if not they would get there between 12-1.\""  I'm not quite sure at which point this type of vague response became appropriate for people to use with their customers but hey, that's just my luck, I guess.  \n\nThey finally arrived at 12:45. Two hours later (at 2:30) I get a text from my husband who was home asking me to forward him the email with the agreed upon pricing. He then calls me and tells me to speak with one of the women who was cleaning my house.  She proceeds to tell me that Angela told her that she would be getting somewhere around $75. I explained to her that I have it in writing and the check was already made out--that's the price she got paid! \n\nAfter they left, my husband called me again and said \""can you believe they gave me an invoice for $112?\"" I was shocked.  They had almost doubled the quoted price and tried to swindle us into paying way more!\n\nI read the other Yelp reviews and thought that sometimes people just have bad experiences with good companies.  Nope.  Not in this case. I should have waited for my regular cleaning service instead of trying to get it all done right away by using a different company for one day.  Never again.  \n\nAfter all is said and done, the house does look fine. But we didn't have them do very much, to be honest. I cut out one room and one bathroom (of our 3 rooms and 2 baths) and told them just to vacuum in our master bedroom.  That left one room, one bathroom the kitchen and living room.  We don't have a huge house, so I knew they wouldn't need to spend that much time there.  Definitely not $112 worth of time. They were only there for 2 hours.  My regular service is there for close to 4.5 sometimes, but usually they are there at least 3.5 hours and I pay way less than $112 for much better service."
1,"The food here was amazing, went for a lunch on a Friday and had a tuna bagel sandwich and some hummus with onion and pine nut. I also had a lemonade/mint smoothie/iced thing that was refreshing and different. My wife had a delicious panini with mushrooms that was even better than mine. So the food was great, why the three star review you say? \n\nHere's why I give Panini cafe two stars: I have never felt so uncomfortable in a casual restaurant before. Our server seemed annoyed that we didn't know what we wanted right away. There is also a language barrier with the staff that no one else in the cafe seemed to have a problem with because we were the only non-Israeli or European customers there. \n\nThe service level went down from there. Our food was slow to come out which is amazing to me because when we arrived, there were only two other tables occupied and we ordered sandwiches!\n\nFinally, while we were there two or three large parties showed up and we were kind of forgotten about. I had to ask twice to get our food boxed up and settle our bill."
4,There is an asian pharmacist and I believe her name is Melissa. She is such a pleasure to work with. She is always willing to help and is so pleasant. Although I have another Walgreens closer to my house I always go to this one. There used to be a young pale kind of awkward girl that used to be there and I'm not sure if she's still there or not but I'm glad I don't have to deal with her anymore. If I would have known of yelp when she was helping me this Walgreens would have received one star but Melissa really proved above and beyond. She is great and she definitely needs a raise.
4,"Love this place for all their quality foods, treats, and eventa for our pup. They care about our 4 legged pup and us as well. The owners have become our friends and we even made a few fountain hills friends at spikes events. Definitely recommended!"
1,"I went here with a friend for happy hour.  I loved the appetizers and the waitress was great.  It was actually a nice experience. So why the 2 stars?  Well I had several Martinis of different flavors and they were delicious, but there was no alcohol in them.  I was so disappointed. Happy hour prices should not interfere with how the bartenders make the drinks. I felt it was a rip off. Especially since I had attended a function several months later at the Marriott hotel, and the Blue Martini was there advertising and giving out free \""mini\"" martinis to try and promote themselves. Well one of their \""mini\"" martinis gave me a buzz.  One thing I don't appreciate is false advertising.  I don't drink alcohol very much.  But when I do order a martini, I expect alcohol.  I hate it when I hear of bartenders watering down drinks.  Bar tabs can be pricey, so why not give the people what they are paying for.  \nAs much as I did enjoy the atmosphere, I think I will pass on the Blue Martini. Bu bye."
1,The chix parm is the only thing worth getting.  Everything else is prepared too far in advance like the chix for pasta is prepared earlier and warmed up. Chix parm was good just very thin.  It's a chain I should have known better.
0,"Horrible!!! I bought a puppy from PetPros and they use this vet for a free puppy check up. I decided to go, it's right up the street from my house and my vet (that I LOVE) is a bit of a drive. Once I got into the exam room a vet tech came in and asked me several questions about how she was adjusting ( eating, drinking any loose stool or vomiting etc) I told her no, everything was great but her stool wasn't as hard as my other dogs, which in my opinion is to be expected.. new environment, people and new food. As soon as I mentioned that she recommended a stool test \""because 7 out of 10 dogs that come from a pet store OR breeder have parasites\"". I still said no thanks, I will have my vet take a look at her when I go in a week to have my other dogs teeth cleaned. She then said that she was due for her next round of shots even though on her paper it showed she had a series of shots less than 10 days ago! Said no thanks again. She went out of the room and spoke to the vet and another tech saying I didn't want to do the stool test or shots.. then ANOTHER tech comes in to tell me it's very necessary to do the test now and if they find anything PetPros will pay.. The second vet tech was SO RUDE I ended up walking out of the room. They are total scammers and were just trying to see how much money they could get me to spend! Never even got to see the Vet!! Ridiculous!!! I will NEVER go back.. PetPros should look into using another Vet!!!"
2,"As far as tasting menus go in Las Vegas, i would say that this one does not rank that high in my honest opinion. I've dined at the Michael Minna in San Francisco and had a much better meal there than I did here and considering that it is Vegas and at the Bellagio, I was hoping for more.\n\nEveryone in our group decided on the tasting menu which for the price is not that expensive (4 courses for $98 with a wine pairing for another $55). However, we upgraded our tasting menu by getting the Russian Osetra Caviar for another $75.\n\nOur courses included the following with the wine pairing:\n- Caviar Parfait (Russian Osetra) - Alderwood-smoked salmon, creme fraiche, potato cake [Veuve Cliquot Yellow Label, Champagne)\n- Lobster Pot Pie - Summer vegetables, brandied-lobster cream [Louis Michel Chablis, Burgundy 2009)\n- American Kobe Rib Eye - Porcini Butter Poached, creamed corn [Volker Eisele Cabernet Sauvignon, Napa Valley 2006]\n- 5 different desserts including Glazed Chocolate Brownie, Root Beer Float, Sugar Cookies, Brown Sugar Wafer, and Chocoloate Bon-bon [Smith Woodhouse Vintage Port, Portugal 1999]\n\nOverall the meal was good, but nothing spectacular. The Caviar was very good, but probably not worth the supplemental upcharge. The Lobster Pot Pie was the highlight of the meal and I would definitely order that again. However, I was extremely disappointed with the Kobe Rib Eye in that it was not prepared very well - the server said they do their medium rare perfectly, but I disagreed. It was a over cooked and was definitely not near Kobe beef that I have had at other places. The desserts were a nice touch and I definitely enjoyed their Root Beer Float."
0,"i highly recommend DO NOT GO HERE. THIS IS THIER SO CALLED CENTRAL LOCATION.or HQ THEY still use the name THEY ARE NOT AL PHILLIPS.al phillips sold it a long time ago.they have been owned by banks and other companys for over 15 years now.they treat their customers like crap and their workers even worse.if they ruin your clothes(which they do quite often)you need a reciept for the stuff that they ruined or they will not do crap they will give you cleaning credit,who the hell wants credit .so that they can do it again no way .if you work for them and they dont like you for some reason or if they want a friend of the district manager then they will set you up to get you fired, and make you look like a theif.when they are the ones who rip off thier customersthey charge $6.19 for a pair of pants.for that price you have it cleaned 3 or 4 times you could buy a new pair.and what do you get for that price the same that you would get at a cheaper place.the same quality may be even better."
0,"This is the worst hotel on the planet...the cost was ok, but the customer service was not what I expected for my first time in las Vegas!! I would not recommend staying there...It is a cheap hotel (you get what you pay for ) and Employees there do not help you, The wallpaper is peeling off...there are holes and its dirty!! Overall had a bad experience next time I will enjoy another hotel where people help and welcome you when you just arrive after four hours of driving!!! Drink your coffee in the morning people if you know you need it and are not morning people...seriously common sense!"
